datetime,generation_mw,hour,dayofweek,month,lag_1,lag_24,lag_168,rolling_mean_24,XGBoost_Pred,LSTM_Pred
2023-06-10 02:00:00,10992.0,2,5,6,11384.0,11459.0,11717.0,11302.333333333334,11190.284,12485.219
2023-06-10 03:00:00,10818.0,3,5,6,10992.0,11432.0,11808.0,11282.875,10846.141,12584.107
2023-06-10 04:00:00,10618.0,4,5,6,10818.0,11403.0,11743.0,11257.291666666666,10707.642,12669.025
2023-06-10 05:00:00,10213.0,5,5,6,10618.0,11270.0,11408.0,11224.583333333334,10374.015,12730.471
2023-06-10 06:00:00,10176.0,6,5,6,10213.0,11192.0,11388.0,11180.541666666666,10118.257,12789.916
2023-06-10 07:00:00,10313.0,7,5,6,10176.0,11187.0,11234.0,11138.208333333334,10324.335,12897.166
2023-06-10 08:00:00,10747.0,8,5,6,10313.0,11089.0,11385.0,11101.791666666666,10586.906,13049.975
2023-06-10 09:00:00,11155.0,9,5,6,10747.0,11018.0,11358.0,11087.541666666666,10916.987,13239.04
2023-06-10 10:00:00,11480.0,10,5,6,11155.0,11078.0,11415.0,11093.25,11208.868,13442.268
2023-06-10 11:00:00,11798.0,11,5,6,11480.0,11024.0,11647.0,11110.0,11479.011,13624.157
2023-06-10 12:00:00,11840.0,12,5,6,11798.0,11137.0,11797.0,11142.25,11750.715,13770.09
2023-06-10 13:00:00,11921.0,13,5,6,11840.0,10007.0,11623.0,11171.541666666666,11734.903,13738.406
2023-06-10 14:00:00,11963.0,14,5,6,11921.0,10184.0,11593.0,11251.291666666666,11768.838,13837.682
2023-06-10 15:00:00,11712.0,15,5,6,11963.0,10114.0,11521.0,11325.416666666666,11741.123,13907.963
2023-06-10 16:00:00,11560.0,16,5,6,11712.0,9903.0,11715.0,11392.0,11497.609,13898.799
2023-06-10 17:00:00,11340.0,17,5,6,11560.0,9754.0,11691.0,11461.041666666666,11390.537,13824.25
2023-06-10 18:00:00,13193.5,18,5,6,11340.0,11846.0,13287.0,11527.125,12237.258,13757.979
2023-06-10 19:00:00,13650.0,19,5,6,13193.5,12242.0,13243.0,11583.270833333334,13097.491,13813.477
2023-06-10 20:00:00,13897.0,20,5,6,13650.0,12699.0,13635.0,11641.9375,13593.913,13886.87
2023-06-10 21:00:00,13680.0,21,5,6,13897.0,12662.0,13412.0,11691.854166666666,13436.234,13878.938
2023-06-10 22:00:00,13316.0,22,5,6,13680.0,12690.0,12703.0,11734.270833333334,13323.29,13796.299
2023-06-10 23:00:00,12936.0,23,5,6,13316.0,12568.0,11774.0,11760.354166666666,12937.433,13635.059
2023-06-11 00:00:00,11864.0,0,6,6,12936.0,11914.0,11284.0,11775.6875,12455.366,13199.097
2023-06-11 01:00:00,12650.0,1,6,6,11864.0,11384.0,11301.0,11773.604166666666,11499.479,12922.606
2023-06-11 02:00:00,11558.0,2,6,6,12650.0,10992.0,11549.0,11826.354166666666,12204.954,13136.721
2023-06-11 03:00:00,11487.0,3,6,6,11558.0,10818.0,11523.0,11849.9375,11269.296,12833.572
2023-06-11 04:00:00,11331.0,4,6,6,11487.0,10618.0,11474.0,11877.8125,11105.88,12749.225
2023-06-11 05:00:00,10875.0,5,6,6,11331.0,10213.0,11385.0,11907.520833333334,10779.234,12632.285
2023-06-11 06:00:00,10912.0,6,6,6,10875.0,10176.0,11134.0,11935.104166666666,10614.759,12619.341
2023-06-11 07:00:00,10935.0,7,6,6,10912.0,10313.0,11183.0,11965.770833333334,10879.54,12771.497
2023-06-11 08:00:00,11548.0,8,6,6,10935.0,10747.0,11170.0,11991.6875,11041.736,12931.783
2023-06-11 09:00:00,11742.0,9,6,6,11548.0,11155.0,11120.0,12025.0625,11520.755,13172.766
2023-06-11 10:00:00,11989.0,10,6,6,11742.0,11480.0,11694.0,12049.520833333334,11720.629,13399.241
2023-06-11 11:00:00,12356.0,11,6,6,11989.0,11798.0,11905.0,12070.729166666666,11993.816,13613.706
2023-06-11 12:00:00,12668.0,12,6,6,12356.0,11840.0,12214.0,12093.979166666666,12206.645,13892.496
2023-06-11 13:00:00,12594.0,13,6,6,12668.0,11921.0,12030.0,12128.479166666666,12428.262,14006.198
2023-06-11 14:00:00,12874.0,14,6,6,12594.0,11963.0,12006.0,12156.520833333334,12428.262,14027.828
2023-06-11 15:00:00,12517.0,15,6,6,12874.0,11712.0,11760.0,12194.479166666666,12513.575,14066.137
2023-06-11 16:00:00,12139.0,16,6,6,12517.0,11560.0,11684.0,12228.020833333334,12226.495,14071.378
2023-06-11 17:00:00,11889.0,17,6,6,12139.0,11340.0,11554.0,12252.145833333334,11895.109,14091.754
2023-06-11 18:00:00,13509.0,18,6,6,11889.0,13193.5,13168.5,12275.020833333334,12874.527,14152.508
2023-06-11 19:00:00,13658.0,19,6,6,13509.0,13650.0,13233.0,12288.166666666666,13675.291,14169.499
2023-06-11 20:00:00,13676.0,20,6,6,13658.0,13897.0,13781.0,12288.5,14081.28,14141.965
2023-06-11 21:00:00,13228.0,21,6,6,13676.0,13680.0,13520.0,12279.291666666666,13915.879,14058.307
2023-06-11 22:00:00,12893.0,22,6,6,13228.0,13316.0,13001.0,12260.458333333334,13161.552,13886.097
2023-06-11 23:00:00,11976.0,23,6,6,12893.0,12936.0,12316.0,12242.833333333334,12769.765,13776.117
2023-06-12 00:00:00,11604.0,0,0,6,11976.0,11864.0,11533.0,12202.833333333334,11675.823,12882.318
2023-06-12 01:00:00,11752.0,1,0,6,11604.0,12650.0,11509.0,12192.0,11843.428,12951.969
2023-06-12 02:00:00,11673.0,2,0,6,11752.0,11558.0,11564.0,12154.583333333334,11492.6045,13066.154
2023-06-12 03:00:00,11597.0,3,0,6,11673.0,11487.0,11530.0,12159.375,11390.568,13229.004
2023-06-12 04:00:00,11283.0,4,0,6,11597.0,11331.0,11529.0,12163.958333333334,11319.466,13391.086
2023-06-12 05:00:00,10793.0,5,0,6,11283.0,10875.0,11221.0,12161.958333333334,10869.657,13507.039
2023-06-12 06:00:00,10614.0,6,0,6,10793.0,10912.0,11299.0,12158.541666666666,10582.245,13634.945
2023-06-12 07:00:00,10606.0,7,0,6,10614.0,10935.0,11432.0,12146.125,10640.219,13747.303
2023-06-12 08:00:00,10943.0,8,0,6,10606.0,11548.0,11524.0,12132.416666666666,10877.397,13662.951
2023-06-12 09:00:00,11126.0,9,0,6,10943.0,11742.0,11659.0,12107.208333333334,11288.897,13453.051
2023-06-12 10:00:00,11364.0,10,0,6,11126.0,11989.0,11958.0,12081.541666666666,11477.932,13309.834
2023-06-12 11:00:00,11128.0,11,0,6,11364.0,12356.0,12099.0,12055.5,11881.599,13174.9795
2023-06-12 12:00:00,11624.0,12,0,6,11128.0,12668.0,12173.0,12004.333333333334,11797.496,12977.955
2023-06-12 13:00:00,11653.0,13,0,6,11624.0,12594.0,12088.0,11960.833333333334,12062.879,12827.824
2023-06-12 14:00:00,11728.0,14,0,6,11653.0,12874.0,12028.0,11921.625,12103.337,12745.296
2023-06-12 15:00:00,11634.0,15,0,6,11728.0,12517.0,11852.0,11873.875,12002.624,12611.934
2023-06-12 16:00:00,11437.0,16,0,6,11634.0,12139.0,11869.0,11837.083333333334,11635.155,12456.549
2023-06-12 17:00:00,11189.0,17,0,6,11437.0,11889.0,11786.0,11807.833333333334,11624.715,12305.885
2023-06-12 18:00:00,13047.0,18,0,6,11189.0,13509.0,13502.0,11778.666666666666,12630.05,12416.459
2023-06-12 19:00:00,13468.0,19,0,6,13047.0,13658.0,13421.0,11759.416666666666,13200.53,12485.269
2023-06-12 20:00:00,13495.0,20,0,6,13468.0,13676.0,13859.0,11751.5,13703.108,12520.4375
2023-06-12 21:00:00,13278.0,21,0,6,13495.0,13228.0,13673.0,11743.958333333334,13317.301,12486.494
2023-06-12 22:00:00,13013.0,22,0,6,13278.0,12893.0,12444.0,11746.041666666666,12996.826,12356.751
2023-06-12 23:00:00,12334.0,23,0,6,13013.0,11976.0,12168.0,11751.041666666666,12587.142,12255.754
2023-06-13 00:00:00,11754.0,0,1,6,12334.0,11604.0,11480.0,11765.958333333334,11818.111,13174.918
2023-06-13 01:00:00,11646.0,1,1,6,11754.0,11752.0,11642.0,11772.208333333334,11575.552,13243.861
2023-06-13 02:00:00,11461.0,2,1,6,11646.0,11673.0,11645.0,11767.791666666666,11446.313,13315.074
2023-06-13 03:00:00,11214.0,3,1,6,11461.0,11597.0,11606.0,11758.958333333334,11234.996,13337.25
2023-06-13 04:00:00,11134.0,4,1,6,11214.0,11283.0,11554.0,11743.0,10998.214,13370.41
2023-06-13 05:00:00,10724.0,5,1,6,11134.0,10793.0,11293.0,11736.791666666666,10686.194,13425.293
2023-06-13 06:00:00,10908.0,6,1,6,10724.0,10614.0,11301.0,11733.916666666666,10565.944,13422.117
2023-06-13 07:00:00,10690.0,7,1,6,10908.0,10606.0,11530.0,11746.166666666666,10883.892,13480.987
2023-06-13 08:00:00,11224.0,8,1,6,10690.0,10943.0,11534.0,11749.666666666666,10801.208,13595.415
2023-06-13 09:00:00,11440.0,9,1,6,11224.0,11126.0,11916.0,11761.375,11291.102,13792.646
2023-06-13 10:00:00,11733.0,10,1,6,11440.0,11364.0,12010.0,11774.458333333334,11542.397,13949.012
2023-06-13 11:00:00,12230.0,11,1,6,11733.0,11128.0,12166.0,11789.833333333334,11659.032,13990.115
2023-06-13 12:00:00,12230.0,12,1,6,12230.0,11624.0,12150.0,11835.75,12106.306,13943.895
2023-06-13 13:00:00,12324.0,13,1,6,12230.0,11653.0,12119.0,11861.0,12070.407,13757.152
2023-06-13 14:00:00,12453.0,14,1,6,12324.0,11728.0,12044.0,11888.958333333334,12148.281,13556.388
2023-06-13 15:00:00,11974.0,15,1,6,12453.0,11634.0,11458.0,11919.166666666666,12157.209,13337.873
2023-06-13 16:00:00,11649.0,16,1,6,11974.0,11437.0,11481.0,11933.333333333334,11801.694,13084.626
2023-06-13 17:00:00,11700.0,17,1,6,11649.0,11189.0,11279.0,11942.166666666666,11539.593,12835.896
2023-06-13 18:00:00,13201.0,18,1,6,11700.0,13047.0,13139.0,11963.458333333334,12812.645,12955.629
2023-06-13 19:00:00,13111.0,19,1,6,13201.0,13468.0,13154.0,11969.875,13285.567,13006.906
2023-06-13 20:00:00,13439.0,20,1,6,13111.0,13495.0,13763.0,11955.0,13284.026,13006.823
2023-06-13 21:00:00,13029.0,21,1,6,13439.0,13278.0,13734.0,11952.666666666666,13313.55,13031.196
2023-06-13 22:00:00,12542.0,22,1,6,13029.0,13013.0,13743.0,11942.291666666666,12876.639,12988.049
2023-06-13 23:00:00,11636.0,23,1,6,12542.0,12334.0,12893.0,11922.666666666666,12327.131,12830.02
2023-06-14 00:00:00,11221.0,0,2,6,11636.0,11754.0,12136.0,11893.583333333334,11423.975,13350.761
2023-06-14 01:00:00,11143.0,1,2,6,11221.0,11646.0,11698.0,11871.375,11141.516,13389.977
2023-06-14 02:00:00,11128.0,2,2,6,11143.0,11461.0,11777.0,11850.416666666666,11020.112,13471.376
2023-06-14 03:00:00,11016.0,3,2,6,11128.0,11214.0,11743.0,11836.541666666666,10930.321,13559.336
2023-06-14 04:00:00,10946.0,4,2,6,11016.0,11134.0,11697.0,11828.291666666666,10782.174,13632.338
2023-06-14 05:00:00,10466.0,5,2,6,10946.0,10724.0,11590.0,11820.458333333334,10499.585,13594.822
2023-06-14 06:00:00,10443.0,6,2,6,10466.0,10908.0,11344.0,11809.708333333334,10336.797,13523.637
2023-06-14 07:00:00,10571.0,7,2,6,10443.0,10690.0,11459.0,11790.333333333334,10561.758,13465.89
2023-06-14 08:00:00,10768.0,8,2,6,10571.0,11224.0,11441.0,11785.375,10705.273,13489.375
2023-06-14 09:00:00,10991.0,9,2,6,10768.0,11440.0,11683.0,11766.375,10984.3545,13540.855
2023-06-14 10:00:00,11276.0,10,2,6,10991.0,11733.0,12052.0,11747.666666666666,11322.391,13604.559
2023-06-14 11:00:00,11976.0,11,2,6,11276.0,12230.0,12407.0,11728.625,11689.713,13697.244
2023-06-14 12:00:00,12113.0,12,2,6,11976.0,12230.0,12490.0,11718.041666666666,12095.937,13840.658
2023-06-14 13:00:00,12304.0,13,2,6,12113.0,12324.0,12463.0,11713.166666666666,12141.304,13975.947
2023-06-14 14:00:00,12115.0,14,2,6,12304.0,12453.0,11610.0,11712.333333333334,12253.061,14004.371
2023-06-14 15:00:00,11755.0,15,2,6,12115.0,11974.0,11220.0,11698.25,11984.138,13844.186
2023-06-14 16:00:00,11625.0,16,2,6,11755.0,11649.0,11890.0,11689.125,11721.566,13672.951
2023-06-14 17:00:00,11698.0,17,2,6,11625.0,11700.0,12032.0,11688.125,11667.008,13474.287
2023-06-14 18:00:00,13386.0,18,2,6,11698.0,13201.0,13626.0,11688.041666666666,12802.067,13504.989
2023-06-14 19:00:00,13681.0,19,2,6,13386.0,13111.0,13609.0,11695.75,13302.208,13494.67
2023-06-14 20:00:00,14129.0,20,2,6,13681.0,13439.0,13898.0,11719.5,13787.92,13492.135
2023-06-14 21:00:00,13891.0,21,2,6,14129.0,13029.0,13796.0,11748.25,13614.404,13468.95
2023-06-14 22:00:00,13034.0,22,2,6,13891.0,12542.0,13087.0,11784.166666666666,13323.948,13370.166
2023-06-14 23:00:00,12458.0,23,2,6,13034.0,11636.0,12438.0,11804.666666666666,12589.376,13205.74
2023-06-15 00:00:00,11550.0,0,3,6,12458.0,11221.0,11699.0,11838.916666666666,11870.967,12995.92
2023-06-15 01:00:00,11343.0,1,3,6,11550.0,11143.0,11484.0,11852.625,11261.803,13054.936
2023-06-15 02:00:00,11282.0,2,3,6,11343.0,11128.0,11422.0,11860.958333333334,11086.167,13221.097
2023-06-15 03:00:00,11218.0,3,3,6,11282.0,11016.0,11448.0,11867.375,11052.967,13392.034
2023-06-15 04:00:00,10913.5,4,3,6,11218.0,10946.0,11271.0,11875.791666666666,10940.055,13422.872
2023-06-15 05:00:00,10800.0,5,3,6,10913.5,10466.0,11321.0,11874.4375,10455.745,13430.919
2023-06-15 06:00:00,10814.0,6,3,6,10800.0,10443.0,11306.0,11888.354166666666,10566.82,13478.758
2023-06-15 07:00:00,10805.0,7,3,6,10814.0,10571.0,11630.0,11903.8125,10812.14,13556.266
2023-06-15 08:00:00,10723.0,8,3,6,10805.0,10768.0,11917.0,11913.5625,10992.662,13586.125
2023-06-15 09:00:00,11048.0,9,3,6,10723.0,10991.0,12118.0,11911.6875,10924.368,13612.639
2023-06-15 10:00:00,11057.0,10,3,6,11048.0,11276.0,12671.0,11914.0625,11216.8,13651.1
2023-06-15 11:00:00,11687.0,11,3,6,11057.0,11976.0,12677.0,11904.9375,11424.984,13655.281
2023-06-15 12:00:00,11793.0,12,3,6,11687.0,12113.0,12562.0,11892.895833333334,11806.52,13776.16
2023-06-15 13:00:00,11823.0,13,3,6,11793.0,12304.0,12559.0,11879.5625,12003.697,13876.357
2023-06-15 14:00:00,11816.0,14,3,6,11823.0,12115.0,12339.0,11859.520833333334,11886.724,13953.213
2023-06-15 15:00:00,11331.0,15,3,6,11816.0,11755.0,11890.0,11847.0625,11795.229,13886.24
2023-06-15 16:00:00,11433.0,16,3,6,11331.0,11625.0,11842.0,11829.395833333334,11462.954,13889.734
2023-06-15 17:00:00,11519.0,17,3,6,11433.0,11698.0,12094.0,11821.395833333334,11597.591,13932.93
2023-06-15 18:00:00,13382.0,18,3,6,11519.0,13386.0,14176.0,11813.9375,12756.752,14258.754
2023-06-15 19:00:00,13740.0,19,3,6,13382.0,13681.0,14655.0,11813.770833333334,13727.127,14350.581
2023-06-15 20:00:00,13863.0,20,3,6,13740.0,14129.0,14639.0,11816.229166666666,14045.427,14382.258
2023-06-15 21:00:00,13553.0,21,3,6,13863.0,13891.0,14226.0,11805.145833333334,13981.446,14312.203
2023-06-15 22:00:00,13010.0,22,3,6,13553.0,13034.0,13730.0,11791.0625,13206.087,14077.254
2023-06-15 23:00:00,12185.0,23,3,6,13010.0,12458.0,12553.0,11790.0625,12624.461,13723.551
2023-06-16 00:00:00,11433.0,0,4,6,12185.0,11550.0,11679.0,11778.6875,11735.199,12581.43
2023-06-16 01:00:00,11302.0,1,4,6,11433.0,11343.0,11481.0,11773.8125,11138.413,12691.856
2023-06-16 02:00:00,11258.0,2,4,6,11302.0,11282.0,11459.0,11772.104166666666,11074.62,12895.94
2023-06-16 03:00:00,11058.0,3,4,6,11258.0,11218.0,11432.0,11771.104166666666,10953.96,13110.242
2023-06-16 04:00:00,10704.0,4,4,6,11058.0,10913.5,11403.0,11764.4375,10746.285,13160.451
2023-06-16 05:00:00,10686.0,5,4,6,10704.0,10800.0,11270.0,11755.708333333334,10207.772,13191.223
2023-06-16 06:00:00,10791.0,6,4,6,10686.0,10814.0,11192.0,11750.958333333334,10460.573,13301.82
2023-06-16 07:00:00,10878.0,7,4,6,10791.0,10805.0,11187.0,11750.0,10737.039,13428.998
2023-06-16 08:00:00,10771.0,8,4,6,10878.0,10723.0,11089.0,11753.041666666666,10927.241,13529.818
2023-06-16 09:00:00,10980.0,9,4,6,10771.0,11048.0,11018.0,11755.041666666666,10828.839,13599.218
2023-06-16 10:00:00,11159.0,10,4,6,10980.0,11057.0,11078.0,11752.208333333334,11025.385,13680.045
2023-06-16 11:00:00,11780.0,11,4,6,11159.0,11687.0,11024.0,11756.458333333334,11353.525,13748.254
2023-06-16 12:00:00,12063.0,12,4,6,11780.0,11793.0,11137.0,11760.333333333334,11840.62,13844.443
2023-06-16 13:00:00,11826.0,13,4,6,12063.0,11823.0,10007.0,11771.583333333334,11925.751,13855.846
2023-06-16 14:00:00,11809.0,14,4,6,11826.0,11816.0,10184.0,11771.708333333334,11777.217,13850.787
2023-06-16 15:00:00,11307.0,15,4,6,11809.0,11331.0,10114.0,11771.416666666666,11623.171,13897.93
2023-06-16 16:00:00,10957.0,16,4,6,11307.0,11433.0,9903.0,11770.416666666666,11179.73,13889.965
2023-06-16 17:00:00,10393.0,17,4,6,10957.0,11519.0,9754.0,11750.583333333334,10954.78,13815.586
2023-06-16 18:00:00,10433.5,18,4,6,10393.0,13382.0,11846.0,11703.666666666666,11730.739,13756.339
2023-06-16 19:00:00,10827.0,19,4,6,10433.5,13740.0,12242.0,11580.8125,11137.766,13632.107
2023-06-16 20:00:00,11974.0,20,4,6,10827.0,13863.0,12699.0,11459.4375,11444.358,13723.361
2023-06-16 21:00:00,12475.0,21,4,6,11974.0,13553.0,12662.0,11380.729166666666,12038.276,14005.723
2023-06-16 22:00:00,12522.0,22,4,6,12475.0,13010.0,12690.0,11335.8125,12515.396,14054.5
2023-06-16 23:00:00,12449.0,23,4,6,12522.0,12185.0,12568.0,11315.479166666666,12302.505,13827.845
2023-06-17 00:00:00,11743.0,0,5,6,12449.0,11433.0,11914.0,11326.479166666666,11864.828,12612.039
2023-06-17 01:00:00,11305.0,1,5,6,11743.0,11302.0,11384.0,11339.395833333334,11341.528,12455.06
2023-06-17 02:00:00,11290.0,2,5,6,11305.0,11258.0,10992.0,11339.520833333334,11018.297,12402.18
2023-06-17 03:00:00,11311.0,3,5,6,11290.0,11058.0,10818.0,11340.854166666666,11003.758,12551.415
2023-06-17 04:00:00,11161.0,4,5,6,11311.0,10704.0,10618.0,11351.395833333334,10948.347,12646.55
2023-06-17 05:00:00,10806.0,5,5,6,11161.0,10686.0,10213.0,11370.4375,10596.7705,12722.8545
2023-06-17 06:00:00,10883.0,6,5,6,10806.0,10791.0,10176.0,11375.4375,10586.561,12803.019
2023-06-17 07:00:00,11015.0,7,5,6,10883.0,10878.0,10313.0,11379.270833333334,10805.475,12956.71
2023-06-17 08:00:00,11089.0,8,5,6,11015.0,10771.0,10747.0,11384.979166666666,11097.66,13134.518
2023-06-17 09:00:00,11316.0,9,5,6,11089.0,10980.0,11155.0,11398.229166666666,11155.797,13320.072
2023-06-17 10:00:00,11525.0,10,5,6,11316.0,11159.0,11480.0,11412.229166666666,11362.146,13523.092
2023-06-17 11:00:00,12045.0,11,5,6,11525.0,11780.0,11798.0,11427.479166666666,11681.26,13744.494
2023-06-17 12:00:00,11863.0,12,5,6,12045.0,12063.0,11840.0,11438.520833333334,12051.206,13931.344
2023-06-17 13:00:00,11991.0,13,5,6,11863.0,11826.0,11921.0,11430.1875,11834.039,13928.07
2023-06-17 14:00:00,11939.0,14,5,6,11991.0,11809.0,11963.0,11437.0625,11946.91,13992.17
2023-06-17 15:00:00,11595.0,15,5,6,11939.0,11307.0,11712.0,11442.479166666666,11737.759,13958.85
